,0
inv_pos,0.33495349684042014
log_impr,0.25839088268764326
sessions_organic,0.2044657359416825
ga4_pageviews,0.11289813680398873
ga4_sessions,0.07101325451037382
ga4_total_engagement_sec,0.00826734864422125
scroll_events,0.007614848210499761
ga4_engaged_sessions,0.0013731599636412186
ai_sum,0.0010231363975293324
