report_date,client_hash_id,content_hash_id,month,gsc_impressions,ctr,model_score,baseline_score,reason
2026-06-07,client_73cda7b4e4f265ea,content_3945c67085dca540,2026-06,1616.0,0.008044554455445545,0.9961370320253718,7.388327859577107,visible_low_ctr|low_engagement
2026-06-03,client_73cda7b4e4f265ea,content_ce4f8e9bc0e19230,2026-06,828.0,0.006038647342995169,0.9960768342377173,6.720220155135295,visible_low_ctr
2026-06-19,client_73cda7b4e4f265ea,content_bbf1d587917e158a,2026-06,1334.0,0.005997001499250375,0.9960052705829309,7.19668657083435,visible_low_ctr|low_engagement
2026-06-25,client_e547b89c05043229,content_7de2236ec61ba4c5,2026-06,1736.0,0.008640552995391706,0.995880230880231,7.459914766241105,visible_low_ctr
2026-06-01,client_e5c2aa26a8598242,content_0ae35356e2449386,2026-06,586.0,0.006825938566552901,0.9958738579342767,6.375024819828097,visible_low_ctr|low_engagement
2026-06-19,client_e547b89c05043229,content_e01fcca334199f7a,2026-06,847.0,0.011806375442739079,0.9957814781394818,6.742880635791903,low_engagement
2026-06-12,client_73cda7b4e4f265ea,content_7a54f578af916e12,2026-06,1264.0,0.0007911392405063291,0.9957562209657054,7.142827401161621,visible_low_ctr
2026-06-07,client_73cda7b4e4f265ea,content_120f7f0dcdd7d4b8,2026-06,1469.0,0.0006807351940095302,0.9956327811654119,7.293017679772782,visible_low_ctr
2026-06-15,client_e547b89c05043229,content_4f337ede86df7103,2026-06,972.0,0.0030864197530864196,0.9956250809420061,6.880384082186005,visible_low_ctr
2026-06-04,client_73cda7b4e4f265ea,content_58e0e40d594fa74f,2026-06,483.0,0.012422360248447204,0.9955556376287801,6.182084906716632,low_engagement
2026-06-15,client_73cda7b4e4f265ea,content_613ca35d3daf706f,2026-06,564.0,0.0070921985815602835,0.9955551017836575,6.336825731146441,visible_low_ctr|low_engagement
2026-06-23,client_73cda7b4e4f265ea,content_5d8ef9c978be2fe9,2026-06,1623.0,0.0018484288354898336,0.9955161581302562,7.392647520721623,visible_low_ctr|low_engagement
2026-06-17,client_73cda7b4e4f265ea,content_0335a64de549b4d0,2026-06,600.0,0.008333333333333333,0.9955015093048714,6.398594934535208,visible_low_ctr
2026-06-11,client_e547b89c05043229,content_ec2e0346994fb5a5,2026-06,1424.0,0.004213483146067416,0.9954413323847544,7.261927092702751,visible_low_ctr
2026-06-30,client_e547b89c05043229,content_3197ca53dee7ed51,2026-06,314.0,0.01592356687898089,0.9953757458474878,5.752572638825633,monitor
2026-06-29,client_e547b89c05043229,content_55ab053e18cffee7,2026-06,323.0,0.015479876160990712,0.9952727547791504,5.780743515792329,monitor
2026-06-06,client_73cda7b4e4f265ea,content_b9a5b6bb56f16788,2026-06,1200.0,0.0016666666666666668,0.9952372555910156,7.0909098220799835,visible_low_ctr
2026-06-18,client_73cda7b4e4f265ea,content_8fd944efef262b18,2026-06,1455.0,0.004810996563573883,0.9951240847410011,7.283448228756631,visible_low_ctr
2026-06-06,client_73cda7b4e4f265ea,content_e905a3e68f395962,2026-06,2480.0,0.0016129032258064516,0.995079788666275,7.816416983691801,visible_low_ctr|low_engagement
2026-06-30,client_06d356715a8ff3b6,content_41c97a4d6e05518e,2026-06,995.0,0.006030150753768844,0.9950683698413262,6.903747257584598,visible_low_ctr|low_engagement
2026-06-07,client_23a62021009f63c4,content_d6ae054cead18476,2026-06,682.0,0.007331378299120235,0.9950681347313552,6.52649485957079,visible_low_ctr
2026-06-29,client_86ebc2f12c01f586,content_edbc79afec0ec64a,2026-06,1572.0,0.004452926208651399,0.995021265678933,7.360739903058278,visible_low_ctr|low_engagement
2026-06-30,client_73cda7b4e4f265ea,content_e92b45fa68bef0df,2026-06,320.0,0.01875,0.9950004900902287,5.771441123130016,monitor
2026-06-13,client_0fa64a184f18a4a0,content_6fb30f433b607ae9,2026-06,633.0,0.007898894154818325,0.9949368919437674,6.452048954437226,visible_low_ctr|low_engagement
2026-06-09,client_73cda7b4e4f265ea,content_2d93347460bc8cf8,2026-06,1153.0,0.006071118820468344,0.994788224500079,7.050989447068045,visible_low_ctr|low_engagement
2026-06-07,client_73cda7b4e4f265ea,content_6a9c79f55413b447,2026-06,1230.0,0.0024390243902439024,0.994788224500079,7.115582126184454,visible_low_ctr|low_engagement
2026-06-14,client_73cda7b4e4f265ea,content_843e9f078eff48d1,2026-06,934.0,0.004282655246252677,0.994788224500079,6.840546529288687,visible_low_ctr|low_engagement
2026-06-23,client_e547b89c05043229,content_57ebe69acfd580c9,2026-06,660.0,0.007575757575757576,0.994769812332651,6.493753839851686,visible_low_ctr
2026-06-09,client_23a62021009f63c4,content_46e7bf6f00c66230,2026-06,665.0,0.006015037593984963,0.9946518587107949,6.501289670540389,visible_low_ctr
2026-06-26,client_23a62021009f63c4,content_5afefe3eb573d036,2026-06,451.0,0.004434589800443459,0.9946511167576406,6.113682179832232,visible_low_ctr
2026-06-21,client_73cda7b4e4f265ea,content_9edc84b1dbe483b5,2026-06,545.0,0.003669724770642202,0.9944852796438901,6.302618975744905,visible_low_ctr|low_engagement
2026-06-12,client_73cda7b4e4f265ea,content_dbbc587923debc96,2026-06,1168.0,0.0059931506849315065,0.9944172555804001,7.063903961472068,visible_low_ctr|low_engagement
2026-06-05,client_23a62021009f63c4,content_945381908cb566d4,2026-06,846.0,0.008274231678486997,0.9942984495145734,6.741700694652055,visible_low_ctr
2026-06-09,client_06d356715a8ff3b6,content_7c1012aea2d82fc5,2026-06,1007.0,0.007944389275074478,0.9942290738255148,6.915723448631314,visible_low_ctr|low_engagement
2026-06-22,client_73cda7b4e4f265ea,content_fa378e6fdf16c926,2026-06,1564.0,0.00319693094629156,0.9942082931179521,7.355641102974253,visible_low_ctr|low_engagement
2026-06-21,client_73cda7b4e4f265ea,content_daf9c90dfc89c49b,2026-06,813.0,0.004920049200492005,0.9941762917249782,6.70196036600254,visible_low_ctr|low_engagement
2026-06-02,client_06d356715a8ff3b6,content_97c5db697fa1e0e3,2026-06,660.0,0.0030303030303030303,0.9941256894701508,6.493753839851686,visible_low_ctr|low_engagement
2026-06-13,client_e547b89c05043229,content_3f85815c6af7b312,2026-06,746.0,0.005361930294906166,0.9940583669896519,6.616065185132817,visible_low_ctr|low_engagement
2026-06-29,client_23a62021009f63c4,content_dace06db0bc355b6,2026-06,576.0,0.008680555555555556,0.994016307868068,6.3578422665081,visible_low_ctr|low_engagement
2026-06-23,client_e547b89c05043229,content_3d4b913ae2cd04d1,2026-06,448.0,0.004464285714285714,0.9939190880937011,6.1070228877422545,visible_low_ctr
2026-06-15,client_a80fca3f171ed1de,content_d20e0e23e3ae7b51,2026-06,808.0,0.0037128712871287127,0.9938926869581124,6.695798917058491,visible_low_ctr
2026-06-01,client_0fa64a184f18a4a0,content_d96359f96552241b,2026-06,2899.0,0.0027595722662987236,0.9938527483365148,7.9724660159745655,visible_low_ctr|low_engagement
2026-06-16,client_a80fca3f171ed1de,content_2ec6a49f83a3d25e,2026-06,1512.0,0.003968253968253968,0.9937943601426896,7.321849713788356,visible_low_ctr|low_engagement
2026-06-02,client_a80fca3f171ed1de,content_7df40cc5e3dfc646,2026-06,1441.0,0.006939625260235947,0.9937433765065343,7.273786317844895,visible_low_ctr
2026-06-09,client_73cda7b4e4f265ea,content_529653684b77a50e,2026-06,1136.0,0.0044014084507042256,0.993429694322112,7.036148493750536,visible_low_ctr|low_engagement
2026-06-11,client_06d356715a8ff3b6,content_221a05e56f74a702,2026-06,2096.0,0.00715648854961832,0.9933862229638832,7.64826303090192,visible_low_ctr|low_engagement
